"student_id","surname","name","stipend","kurs","city","birthday","univ_id"
1887,Челнаков,Александр,100,4,Чусовой,1983-10-07,44
1888,Солдатов,Сергей,290,1,Печоры,1984-06-16,89
1889,Зейнетдинов,Марат,210,4,Медынь,1981-10-25,57
1890,Смородинов,Андрей,60,4,Реутов,1985-03-12,56
1891,Горохова,Евгения,310,1,Ирбит,1983-04-19,41
1892,Шебанов,Александр,460,3,Мосальск,1983-04-27,53
1893,Зейнетдинов,Марат,180,4,Гусиноозерск,1981-02-27,55
1894,Томилова,Татьяна,210,2,Советск,1982-03-14,82
1895,Мамонов,Сергей,190,3,Мегет,1985-02-26,86
1896,Трубчанинов,Иван,240,1,Сасово,1983-08-07,17
1897,Лещев,Сергей,130,4,Калачинск,1980-12-16,1
1898,Снегирева,Людмила,150,4,Сысерть,1980-12-11,16
1899,Чуркин,Юрий,360,4,Александровск-Сахалинский,1986-03-24,19
1900,Овечкин,Иван,380,2,Трубчевск,1988-10-07,29
1901,Простаков,Сергей,220,2,Среднеколымск,1981-07-14,11
1902,Башкатов,Александр,100,2,Камызяк,1985-04-01,44
1903,Уралев,Николай,130,3,Апатиты,1984-04-07,44
1904,Левина,Наталия,530,3,Советская Гавань,1988-06-28,10
1905,Беспалов,Андрей,530,1,Бердск,1982-11-22,74
1906,Байрамов,Камиль,370,4,Юра,1981-04-24,92
1907,Фетисов,Роман,190,4,Ноябрьск,1988-08-13,40
1908,Болгов,Алексей,320,4,Кострома,1988-12-19,88
1909,Кудаев,Александр,90,3,Навашино,1980-12-19,38
1910,Канин,Артем,410,1,Богданович,1980-10-26,27
1911,Кобцев,Виктор,140,2,Сельцо,1985-04-06,51
1912,Игнатченко,Ольга,500,2,Нолинск,1985-01-26,40
1913,Румянцев,Андрей,60,3,Тавда,1982-07-14,80
1914,Вакина,Ольга,120,1,Себеж,1987-04-27,72
1915,Перцева,Екатерина,280,1,Мегет,1987-11-30,46
1916,Сухорукова,Елена,90,1,Полысаево,1982-09-29,11
1917,Волощенко,Юрий,60,3,Кронштадт,1981-09-11,37
1918,Никифорова,Марина,180,2,Островной,1980-08-17,60
1919,Яровая,Татьяна,320,3,Свердловск-44,1989-06-02,29
1920,Неверко,Виктория,400,4,Долгопрудный,1982-11-13,5
1921,Казьмина,Елена,250,2,Одинцово,1983-06-27,70
1922,Скляров,Михаил,420,1,Ядрин,1986-08-05,47
1923,Золотарев,Павел,160,1,Фурманов,1980-03-02,93
1924,Рогожина,Кира,90,4,Королев,1980-02-07,41
1925,Овсянникова,Наталья,470,3,Красная Горбатка,1982-06-29,16
1926,Асташкина,Ирина,370,3,Пермь,1982-03-16,74
1927,Поваляева,Марина,80,2,Батайск,1982-09-01,92
1928,Турбин,Евгений,290,2,Пестово,1982-10-30,85
1929,Пикалова,Ирина,370,1,Пушкино,1987-01-05,50
1930,Хромых,Ирина,170,3,Пушкино,1988-03-03,54
1931,Степкин,Александр,380,2,Ковдор,1984-02-26,42
1932,Лобова,Елена,210,3,Георгиевск,1982-11-01,59
1933,Полищук,Владимир,470,4,Кашира,1981-09-14,50
1934,Карташов,Роман,300,3,Тында,1984-01-13,9
1935,Беляева,Светлана,410,4,Лосино-Петровский,1981-04-08,75
1936,Челнаков,Александр,90,2,Соль-Илецк,1985-09-21,43
1937,Ушакова,Елена,420,3,Отрадный,1984-02-20,51
1938,Кузнецов,Василий,60,2,Пестово,1982-12-22,94
1939,Дмитриева,Виктория,370,3,Кириши,1983-08-26,52
1940,Гречка,Наталия,160,2,Ишимбай,1985-10-05,53
1941,Авраменко,Наталья,540,2,Наро-Фоминск,1983-05-18,9
1942,Пожидаева,Ольга,390,1,Билибино,1986-04-17,90
1943,Шабанова,Людмила,70,1,Вологда,1985-08-21,47
1944,Колпакова,Елена,80,3,Колпино,1981-03-10,39
1945,Лисина,Светлана,300,3,Асбест,1980-11-01,45
1946,Проскурякова,Екатерина,380,1,Крымск,1989-11-04,33
1947,Головкина,Юлия,230,2,Билибино,1987-10-05,89
1948,Калаева,Жанна,450,1,Березники,1988-07-27,38
1949,Бледных,Юлия,510,1,Кола,1986-07-26,15
1950,Волошин,Сергей,190,2,Куйбышев,1987-04-03,11
1951,Полякова,Мария,260,4,Спас-Клепики,1982-04-12,45
1952,Рыжкова,Татьяна,480,3,Духовщина,1987-05-24,92
1953,Герасимов,Филипп,70,1,Каменск-Уральский,1986-05-19,21
1954,Голощапова,Екатерина,520,4,Назарово,1987-04-20,81
1955,Веретнова,Евгения,440,1,Карталы,1989-06-12,31
1956,Свиридова,Марина,290,4,Зеленоградск,1988-04-23,1
1957,Семыкин,Павел,390,4,Яранск,1987-09-19,82
1958,Коротких,Никита,160,4,Октябрьский,1985-04-18,58
1959,Тарарыков,Роман,80,3,Бикин,1983-10-28,20
1960,Савенкова,Лилия,540,4,Шокша,1981-05-07,67
1961,Завалина,Светлана,490,3,Кулебаки,1984-10-31,20
1962,Горынина,Татьяна,330,2,Щучье,1980-10-22,61
1963,Гаврилова,Наталья,420,1,Железногорск,1982-02-22,83
1964,Лаврентьев,Юрий,130,1,Альметьевск,1982-06-24,74
1965,Комова,Анастасия,260,2,Буйнакск,1986-03-12,5
1966,Попов,Сергей,300,1,Кодинск,1986-07-12,61
1967,Матусова,Инна,490,1,Котлас,1987-03-27,68
1968,Попова,Екатерина,130,3,Володарск,1989-10-15,87
1969,Бакулина,Ксения,60,1,Шенкурск,1989-08-05,20
1970,Кузнецова,Вера,160,4,Чадан,1985-09-29,47
1971,Аралова,Мария,60,4,Ожерелье,1984-06-23,5
1972,Гаврилова,Наталья,110,1,Агрыз,1982-10-07,54
1973,Бабурин,Игорь,340,4,Малоархангельск,1982-12-11,86
1974,Андреещева,Елена,460,3,Свердловск-44,1988-01-27,88
1975,Трапезникова,Ирина,120,1,Грязи,1980-02-14,91
1976,Харламова,Татьяна,460,1,Лениногорск,1980-10-09,88
1977,Попов,Максим,340,2,Рудня,1981-03-01,85
1978,Петровская,Наталья,320,2,Белебей,1986-01-01,92
1979,Лесных,Вяечслав,140,3,Богданович,1983-03-07,27
1980,Солдатенко,Дмитрий,160,1,Буинск,1989-05-29,28
1981,Чудинов,Константин,220,2,Верея,1982-04-05,56
1982,Степанов,Вячеслав,60,1,Видим,1986-12-06,49
1983,Пеньков,Никита,520,2,Лакинск,1985-02-15,45
1984,Ведерникова,Анна,210,1,Снежногорск,1985-10-09,98
1985,Мельникова,Елена,400,1,Петровск-Забайкальский,1987-12-01,68
1986,Образцов,Александр,170,4,Петухово,1988-02-23,40
1987,Кулакова,Людмила,100,4,Сафоново,1984-01-18,98
1988,Егоров,Александр,540,1,Боровск,1986-03-06,53
1989,Борзенков,Максим,270,4,Подпорожье,1986-09-08,5
1990,Николаев,Кирилл,420,3,Болхов,1984-07-06,53
1991,Ушакова,Елена,310,3,Рыльск,1982-07-20,6
1992,Панов,Александр,280,4,Северобайкальск,1982-07-21,45
1993,Чуносов,Алексей,340,2,Пушкино,1980-02-23,62
1994,Казьмин,Андрей,110,2,Похвистнево,1981-04-08,4
1995,Гордиенко,Татьяна,300,1,Буденновск,1981-02-03,22
1996,Каврасская,Галина,480,4,Сибай,1985-12-18,56
1997,Тарасов,Евгений,130,3,Важская Запань,1985-01-25,9
1998,Макашова,Татьяна,80,2,Няндома,1986-10-02,76
1999,Алиева,Юлия,210,2,Кадников,1980-12-27,36
2000,Забавникова,Мария,510,2,Сычевка,1988-07-06,3
2001,Авдюшин,Артем,120,2,Отрадное,1987-01-28,18
2002,Орлова,Екатерина,280,3,Юрга,1982-05-31,41
2003,Киреев,Алексей,150,4,Камышин,1983-10-06,91
2004,Калинина,Анна,290,3,Янаул,1987-01-10,69
2005,Литвинов,Сергей,470,3,Гурьевск,1983-09-01,89
2006,Кадыш,Светлана,190,2,Макарьев,1989-11-22,88
2007,Дробышев,Вячеслав,500,2,Самара,1986-02-22,63
2008,Хаванский,Александр,490,1,Ряжск,1984-10-16,64
2009,Бушкова,Юлия,400,1,Углич,1987-02-22,15
2010,Зарбалиева,Мария,90,1,Хужир,1987-09-01,6
2011,Бережной,Алексей,120,3,Назрань,1982-05-02,62
2012,Литвинова,Екатерина,50,3,Ишимбай,1989-11-02,88
2013,Лычагин,Максим,290,1,Нефтегорск,1980-06-18,44
2014,Песков,Андрей,360,4,Сухой Лог,1981-11-14,74
2015,Федотова,Олеся,420,1,Новая Ляля,1987-10-18,56
2016,Дорошенко,Елена,370,3,Михайловск,1980-11-23,49
2017,Кириллова,Ирина,120,2,Октябрьский,1981-04-20,85
2018,Задоина,Лидия,500,4,Бежецк,1988-11-11,75
2019,Тхорь,Елена,190,1,Трехгорный-1,1981-05-20,96
2020,Черноволов,Владимир,320,1,Кадников,1984-07-29,78
2021,Осипова,Светлана,480,3,Ялуторовск,1982-07-18,17
2022,Тюляева,Инна,190,4,Калач-на-Дону,1989-04-15,27
2023,Дугина,Елена,360,2,Абаза,1984-10-23,17
2024,Акопов,Денис,170,4,Зубцов,1989-12-26,36
2025,Черноиванов,Михаил,210,4,Топки,1989-06-18,1
2026,Соболев,Павел,60,3,Нальчик,1985-11-23,69
2027,Бакаленко,Ирина,210,2,Саянск,1981-06-09,35
2028,Проскуряков,Роман,330,3,Новоуральск,1989-03-17,91
2029,Сидорова,Анна,440,4,Павловск,1986-08-27,39
2030,Колиух,Дмитрий,60,2,Кудымкар,1980-02-15,26
2031,Слабейкин,Кузьма,120,4,Новоржев,1988-05-09,69
2032,Гелин,Антон,190,3,Аксай,1984-11-08,32
2033,Болгов,Алексей,460,4,Ядрин,1980-03-02,4
2034,Пырочкин,Александр,320,2,Армавир,1984-08-28,39
2035,Расновский,Александр,120,4,Маркс,1988-09-10,65
2036,Матвиенко,Анна,310,4,Белогорск,1988-04-03,31
2037,Татаринцев,Александр,440,1,Тихорецк,1982-10-28,21
2038,Пушмина,Светлана,320,4,Кировград,1981-11-28,4
2039,Сидорова,Анна,440,1,Североморск,1983-03-16,65
2040,Тюнина,Ирина,400,4,Злынка,1984-05-22,73
2041,Турчанинов,Сергей,70,2,Пыть-Ях,1983-03-13,11
2042,Дедова,Татьяна,400,3,Гурьевск,1980-08-21,44
2043,Каратаев,Петр,160,4,Полесск,1982-12-03,4
2044,Шахов,Александр,220,3,Октябрьский,1982-02-10,38
2045,Панова,Наталья,70,3,Киров,1981-02-23,98
2046,Никульшин,Михаил,130,1,Мезень,1985-09-07,79
2047,Патенко,Юлия,490,2,Мурманск,1987-02-24,82
2048,Власова,Екатерина,380,3,Оса,1980-10-19,55
2049,Канин,Артем,280,3,Железнодорожный,1985-06-30,59
2050,Кобцев,Виктор,440,2,Киреевск,1988-02-06,12
2051,Дунаевский,Олег,390,2,Нефтеюганск,1983-05-31,74
2052,Левитан,Надежда,120,3,Струнино,1987-01-14,16
2053,Вышегородских,Галина,420,1,Камень-на-Оби,1981-09-15,43
2054,Заруднев,Евгений,180,4,Далматово,1985-06-25,87
2055,Громов,Станислав,300,3,Макарьев,1988-08-06,46
2056,Подгорная,Евгения,270,4,Углич,1987-05-18,88
2057,Медведчук,Иван,260,2,Чехов-3,1980-02-07,17
2058,Никитин,Максим,300,1,Ясногорск,1984-12-08,69
2059,Выростков,Дмитрий,170,2,Свердловск-45,1983-02-21,7
2060,Пожидаева,Мария,530,3,Киров,1985-10-16,75
2061,Гордиенко,Надежда,310,1,Назарово,1987-07-27,12
2062,Зацепина,Ирина,120,2,Нюрба,1983-06-17,75
2063,Кешелашвили,Дмитрий,510,3,Мглин,1982-03-25,38
2064,Кокоева,Татьяна,300,1,Калач,1986-12-09,3
2065,Сушкова,Ирина,80,4,Ядрин,1988-03-22,44
2066,Кузнецова,Екатерина,500,4,Тула,1983-01-30,74
2067,Белявская,Оксана,60,4,Пятигорск,1981-01-02,25
2068,Овечкин,Иван,290,1,Мичуринск,1988-10-23,31
2069,Киселев,Андрей,300,4,Ипатово,1980-12-22,74
2070,Руденко,Светлана,300,4,Сольцы,1980-08-29,91
2071,Петрова,Вера,100,2,Правдинск,1982-10-18,29
2072,Лачугина,Елена,310,4,Междуреченск,1980-11-07,57
2073,Деева,Елена,360,2,Кострома,1984-06-29,14
2074,Резникова,Наталья,510,3,Благовещенск,1984-08-07,4
2075,Ткачев,Александр,90,2,Раменское,1982-03-06,55
2076,Абузов,Вадим,490,4,Кодинск,1986-02-12,98
2077,Крячко,Антон,230,1,Александровск-Сахалинский,1982-07-30,82
2078,Сьянова,Анна,320,3,Кировск,1983-05-31,54
2079,Осыкина,Юлия,530,2,Подольск,1987-01-28,7
2080,Станиславский,Сергей,300,4,Шатура,1988-09-09,8
2081,Зуева,Марина,100,2,Мураши,1985-04-08,90
2082,Матвиенко,Дмитрий,270,3,Новочеркасск,1983-05-27,38
2083,Пархачева,Ирина,450,1,Лысково,1986-08-14,33
2084,Бушуев,Александр,450,4,Кунгур,1989-10-03,56
2085,Дятчин,Артем,550,1,Североуральск,1983-11-14,97
2086,Филатова,Галина,330,2,Красный Кут,1985-05-05,93
2087,Родионов,Владимир,190,4,Темрюк,1983-12-10,12
2088,Исаева,Кира,510,2,Меленки,1988-07-30,86
2089,Сараева,Светлана,110,3,Красный Сулин,1980-02-15,61
2090,Горбова,Елена,520,1,Новосибирск,1982-07-16,32
2091,Калинин,Вячеслав,70,3,Мегион,1985-09-13,20
2092,Святкин,Александр,170,4,Петропавловск-Камчатский,1986-12-06,13
2093,Кузовков,Владимир,190,4,Медынь,1982-09-16,82
2094,Яременко,Сергей,60,2,Себеж,1984-12-29,85
2095,Склярова,Ольга,390,2,Олекминск,1982-07-04,83
2096,Подгорная,Евгения,90,3,Ефремов,1988-01-17,23
2097,Пономарев,Александр,150,3,Сердобск,1986-05-30,23
2098,Сурай,Татьяна,390,1,Воркута,1987-03-06,50
2099,Кугатов,Александр,160,3,Заволжск,1986-12-07,24
2100,Бондарев,Сергей,360,1,Солигалич,1983-09-20,19
2101,Вичина,Татьяна,140,3,Серафимович,1981-12-17,35
2102,Деханов,Кирилл,280,3,Теребино,1989-02-06,57
2103,Овчинников,Михаил,170,3,Старый Оскол,1988-06-15,12
2104,Костюков,Сергей,220,4,Лермонтов,1985-08-11,87
2105,Комаров,Никита,220,1,Ленинск,1987-01-06,30
2106,Татаркова,Елена,290,1,Тверь,1983-03-01,96
2107,Антропова,Марина,100,1,Лукоянов,1986-11-10,28
2108,Шахов,Александр,480,3,Балабаново,1989-06-03,6
2109,Прокопова,Наталия,200,2,Яровое,1981-04-13,91
2110,Гребенюк,Георгий,360,3,Пасьва,1981-06-26,81
2111,Цветкова,Елена,520,1,Переславль-Залесский,1988-06-30,83
2112,Богданов,Алексей,310,4,Ковылкино,1982-12-08,83
2113,Тюрина,Ольга,460,2,Смоленск,1981-03-01,94
2114,Руденко,Владимир,70,4,Серпухов,1981-03-19,21
2115,Горохова,Евгения,240,3,Суздаль,1982-01-12,26
2116,Образцов,Евгений,320,3,Лянтор,1981-07-31,57
2117,Лазарев,Михаил,340,3,Балтийск,1982-01-08,84
2118,Трунов,Александр,240,3,Соль-Илецк,1987-07-12,47
2119,Лыжова,Елена,540,2,Сысерть,1982-11-20,59
2120,Сердюкова,Ольга,200,1,Ардон,1987-08-13,43
2121,Ревина,Елизавета,260,1,Сольцы,1988-05-22,45
2122,Москалева,Евгения,480,1,Навашино,1986-10-02,7
2123,Щербин,Олег,140,4,Медногорск,1988-02-21,58
2124,Горелов,Евгений,110,2,Верхнеуральск,1981-07-10,14
2125,Аржаных,Валерия,270,3,Калачинск,1985-03-31,44
2126,Кукареко,Ирина,160,1,Тында,1984-05-15,15
2127,Дмитриева,Виктория,500,4,Люберцы,1986-02-13,30
2128,Кучер,Жанна,430,4,Красный Холм,1986-08-12,83
2129,Гусева,Наталья,510,2,Новый Куваш,1985-08-27,37
2130,Осипова,Ольга,340,4,Чердынь,1985-05-11,39
2131,Харыкин,Алексей,210,4,Бавлы,1987-04-11,64
2132,Горелов,Евгений,160,1,Хабаровск,1980-08-23,1
2133,Калинин,Вячеслав,100,1,Никольское,1982-11-27,73
2134,Дунаевский,Олег,100,1,Важская Запань,1986-08-11,50
2135,Стрельникова,Светлана,270,1,Лодейное Поле,1985-10-06,95
2136,Брагина,Маргарита,510,1,Светлогорск,1980-04-13,73
2137,Петрова,Ольга,480,4,Урай,1987-07-06,29
2138,Саплина,Инна,140,2,Горбатов,1983-11-01,59
2139,Винокуров,Владислав,210,1,Верхняя Салда,1983-04-07,32
2140,Винокуров,Станислав,540,4,Белогорск,1987-03-29,94
2141,Ботова,Ирина,220,4,Онега,1982-01-31,67
2142,Шаталина,Марина,80,4,Азов,1987-09-26,41
2143,Агарушева,Виктория,200,3,Плавск,1989-05-12,50
2144,Максименко,Юлия,240,2,Сольвычегодск,1987-01-14,40
2145,Быкова,Елена,400,3,Светлый,1989-06-29,1
2146,Шелухина,Ольга,250,1,Коммунар,1986-11-25,91
2147,Турбин,Евгений,220,4,Смольянец,1985-03-12,57
2148,Лунева,Виктория,240,4,Советская Гавань,1984-01-02,27
2149,Никишин,Максим,340,4,Липки,1982-06-04,93
2150,Баранова,Елена,240,3,Камень-на-Оби,1987-02-10,93
2151,Богомолова,Екатерина,370,1,Новоалександровск,1989-07-07,61
2152,Рубан,Михаил,540,3,Сольцы,1988-08-31,8
2153,Дяковская,Оксана,160,3,Анива,1984-07-23,45
2154,Кутина,Анна,500,1,Сысерть,1989-07-17,61
2155,Никитаев,Виталий,470,2,Липецк,1989-01-09,10
2156,Коняхина,Елена,460,4,Губкинский,1986-02-04,95
2157,Кальченко,Анна,,2,Снежинск,1986-08-24,31
2158,Пронина,Юлия,110,1,Кулебаки,1982-08-18,14
2159,Егоров,Александр,310,4,Черемхово,,71
2160,Кривоносова,Ольга,330,2,Вязьма,1986-03-26,62
2161,Клинникова,Татьяна,170,2,Мирный,1982-09-01,97
2162,Бабанская,Ольга,60,1,Долматово,1984-12-08,84
2163,Кунаев,Анатолий,100,1,Новочебоксарск,1987-05-06,4
2164,Садчикова,Татьяна,350,2,Слободской,1989-11-30,41
2165,Максимов,Максим,340,1,Гусиноозерск,1984-03-18,52
2166,Березина,Ольга,290,3,Шиловская,1988-12-12,64
2167,Фролова,Елена,520,2,Ельня,1982-04-26,92
2168,Артемьева,Татьяна,440,4,Озерск,1986-08-11,52
2169,Дрокина,Ольга,420,4,Котельниково,1983-07-08,43
2170,Байдичева,Ольга,70,3,Бабушкин,1988-01-10,46
2171,Науменко,Андрей,310,3,Вяземский,1987-03-19,79
2172,Рудман,Александр,,1,Опочка,1982-06-11,19
2173,Саввина,Елена,320,2,Орск,1988-01-29,85
2174,Кривоногов,Константин,310,3,,1981-06-04,8
2175,Фролова,Ольга,510,1,Железногорск,1984-08-30,16
2176,Данилова,Оксана,550,2,Каменск-Уральский,1989-09-02,20
2177,Медведева,Людмила,140,2,Таштагол,1982-05-18,52
2178,Васильев,Евгений,520,3,Сельцо,1984-09-25,56
2179,Петухова,Юлия,460,4,Янаул,1986-03-11,83
2180,Никоноров,Антон,240,3,Светлый,1981-03-11,35
2181,Михайлюк,Юлия,80,3,Волчанск,1984-08-14,9
2182,Сидельникова,Татьяна,330,4,Зеленодольск,1985-07-25,26
2183,Бухонов,Александр,150,3,Венев,1989-12-15,17
2184,Румянцев,Виктор,120,2,Лабытнанги,1986-01-25,59
2185,Куценко,Антон,130,1,Ликино-Дулево,1989-01-14,2
2186,Алехина,Ирина,480,2,Исилькуль,1986-10-12,88
2187,Кудрявцева,Светлана,490,1,Лесозаводск,1986-06-11,60
2188,Ткачев,Александр,100,3,Сим,1984-11-10,89
2189,Вяткина,Юлия,370,2,Анапа,1986-08-25,13
2190,Замалетдинова,Елена,70,4,Тула,1982-03-21,30
2191,Николаевская,Юлия,500,4,Железногорск,1986-04-13,84
2192,Варфоломеева,Яна,450,1,Шенкурск,1985-08-26,15
2193,Ткаченко,Екатерина,270,1,Мариинский Посад,1989-12-09,32
2194,Маликова,Валентина,550,2,Узловая,1982-02-18,2
2195,Шубин,Вячеслав,320,3,Кимры,1986-12-26,48
2196,Нагаев,Андрей,60,2,Верхний Уфалей,1984-07-14,63
2197,Ключанский,Дмитрий,70,3,Краснокамск,1989-07-25,22
2198,Шумлянский,Михаил,90,1,Гусь-Хрустальный,1988-04-18,39
2199,Буслов,Антон,520,4,Первомайск,1987-09-29,40
2200,Бубновский,Виктор,170,2,Вельск,1986-07-08,95
2201,Кашкарова,Марина,190,4,Поворино,1983-05-06,70
2202,Медведева,Светлана,120,4,Слободской,1981-01-24,32
2203,Малюгина,Светлана,150,3,Аксай,1984-01-23,84
2204,Новиков,Михаил,100,4,Краснознаменск,1985-07-18,31
2205,Боев,Андрей,310,3,Пионерский,1980-08-27,62
2206,Работинская,Кира,290,4,Махачкала,1983-03-12,49
2207,Бобров,Илья,140,3,Пермь,1986-05-29,66
2208,Мосягина,Татьяна,310,3,Туринск,1984-08-31,45
2209,Беляева,Ольга,530,2,Любим,1987-09-05,6
2210,Сатосова,Ольга,450,4,Красновишерск,1987-11-19,86
2211,Любарский,Алексей,140,1,Ливны,1989-08-18,14
2212,Зоркина,Анна,350,4,Костомукша,1989-12-14,8
2213,Логунов,Павел,190,1,Межгорье,1981-06-10,95
2214,Шишов,Владимир,210,1,Грязи,1980-10-07,80
2215,Мучникова,Татьяна,330,4,Биробиджан,1982-05-10,49
2216,Колпачева,Анастасия,390,3,Кашира,1984-04-23,13
2217,Журавлева,Татьяна,430,4,Заречный,1983-01-18,20
2218,Чиркова,Оксана,400,3,Шлиссельбург,1988-03-27,97
2219,Шаповалова,Надежда,490,2,Змеиногорск,1988-01-03,1
2220,Тутукина,Мария,140,2,Суровикино,1989-08-30,27
2221,Бахтерев,Максим,270,2,Дубовка,1983-04-10,3
2222,Бухтоярова,Ольга,130,1,Балабаново,1986-12-29,7
2223,Змеев,Владимир,500,4,Лесной,1981-11-11,20
2224,Байдичева,Ольга,60,1,Чистополь,1988-10-10,80
2225,Богомолова,Екатерина,170,2,Макарьев,1985-10-04,76
2226,Морозова,Ольга,140,3,Чебоксары,1982-01-25,72
2227,Агупова,Мария,460,2,Сатка,1980-07-31,56
2228,Анисимова,Ирина,480,2,Пенза,1980-02-19,48
2229,Передереев,Евгений,550,2,Белокуриха,1985-12-09,22
2230,Корыстин,Иван,420,4,Могоча,1983-03-28,60
2231,Лобанова,Алина,320,1,Александровск-Сахалинский,1983-09-18,1
2232,Лоторев,Константин,220,1,Кумертау,1982-01-25,11
2233,Артемьева,Татьяна,400,1,Батайск,1986-01-31,73
2234,Хрипков,Михаил,440,1,Хадыженск,1982-03-04,13
2235,Колотилин,Артем,300,2,Рязань,1988-09-10,61
2236,Лукьянчиков,Александр,120,4,Новоржев,1984-09-27,94
2237,Хорощенко,Максим,280,2,Агидель,1989-06-16,55
2238,Карайчев,Александр,210,4,Зеленоградск,1985-02-08,34
2239,Никоноров,Александр,490,3,Шокша,1983-08-24,68
2240,Красавин,Евгений,250,3,Советская Гавань,1981-01-01,24
2241,Емельянов,Евгений,120,2,Гороховец,1989-01-28,33
2242,Кретов,Александр,380,4,Рошаль,1988-06-04,28
2243,Довка,Юрий,510,2,Рудня,1984-09-01,6
2244,Ильинова,Екатерина,120,1,Бронницы,1989-10-08,30
2245,Гамов,Вячеслав,310,3,Чкаловск,1988-12-25,18
2246,Мячин,Андрей,290,2,Обь,1986-12-31,42
2247,Гончаров,Денис,350,3,Новочеркасск,1986-11-18,13
2248,Чащухина,Анна,210,1,Фрязино,1988-01-14,14
2249,Шишкин,Константин,240,3,Усть-Илимск,1988-07-22,66
2250,Шишкин,Николай,300,2,Артемовский,1987-08-05,21
2251,Черникова,Елена,110,4,Куровское,1980-11-18,22
2252,Иванова,Екатерина,480,4,Невинномысск,1980-01-10,51
2253,Панарина,Любовь,120,1,Свердловск-45,1982-10-26,48
2254,Вересов,Андрей,340,1,Жирновск,1982-03-23,79
2255,Искра,Татьяна,440,3,Луховицы,1988-11-01,3
2256,Щеголева,Анастасия,60,4,Верхний Уфалей,1984-09-02,84
2257,Кащурников,Иван,340,4,Лангепас,1984-03-02,86
2258,Тимин,Роман,490,1,Нововоронеж,1988-10-09,53
2259,Филиппов,Антон,240,3,Медногорск,1987-01-13,38
2260,Ижогин,Дмитрий,250,2,Асбест,1985-01-04,33
2261,Орлова,Александра,50,4,Цивильск,1983-07-29,79
2262,Соколова,Ольга,410,4,Ржев,1988-10-01,59
2263,Петров,Павел,480,1,Сердобск,1983-12-02,63
2264,Шевченко,Николай,500,2,Приозерск,1985-06-26,33
2265,Никитинская,Екатерина,540,3,Мглин,1981-08-15,77
2266,Долгачева,Екатерина,210,2,Полевской,1984-06-26,5
2267,Трубчанинов,Иван,220,3,Курган,1985-07-14,28
2268,Борисова,Марина,220,3,Мглин,1985-11-11,82
2269,Зарубин,Александр,130,3,Кадников,1982-06-15,56
2270,Соколов,Сергей,210,2,Тюмень,1980-08-19,22
2271,Панов,Андрей,200,3,Шокша,1982-06-16,61
2272,Котлярова,Анна,220,1,Киров,1982-10-26,45
2273,Мильнев,Андрей,110,1,Нижнекамск,1986-01-08,21
2274,Кутилин,Андрей,520,3,Дятьково,1987-05-07,94
2275,Попченкова,Юлия,460,1,Малгобек,1984-12-20,70
2276,Берлизев,Станислав,90,3,Рошаль,1982-10-08,43
2277,Корчагин,Александр,110,1,Медногорск,1986-08-25,20
2278,Ботыгина,Ольга,150,1,Уяр,1984-12-17,38
2279,Лукьянова,Ольга,120,4,Радужный,1985-10-04,82
2280,Смольянинова,Анастасия,300,1,Ливны,1982-01-21,40
2281,Тарасов,Дмитрий,140,4,Вольск,1988-05-05,76
2282,Криницин,Дмитрий,290,4,Парфеньево,1982-06-09,7
2283,Сапожников,Артем,340,1,Билибино,1981-09-27,16
2284,Зуев,Владимир,270,3,Петушки,1983-02-05,14
2285,Рузин,Роман,90,4,Буй,1989-11-13,41
2286,Ледвиг,Дмитрий,170,4,Северодвинск,1984-07-27,84
2287,Романенко,Александр,210,3,Хотьково,1989-04-24,37
2288,Елфимов,Сергей,510,2,Ветлуга,1987-07-19,32
2289,Стукалов,Сергей,440,2,Новомосковск,1985-01-04,29
2290,Хорошева,Елена,60,3,Людиново,1985-03-12,68
2291,Извекова,Мария,430,4,Алексеевка,1989-10-16,54
2292,Кизюн,Анна,70,1,Боготол,1980-02-18,15
2293,Шаров,Евгений,400,3,Рузаевка,1985-12-30,14
2294,Грачева,Анна,360,2,Карабаново,1986-03-30,11
2295,Немкина,Марина,530,1,Томари,1984-02-02,46
2296,Мануковский,Евгений,310,4,Южа,1989-02-24,33
2297,Вострикова,Ирина,530,4,Губкинский,1980-08-11,71
2298,Базилевич,Анна,220,2,Малоархангельск,1985-01-15,43
2299,Маклева,Елена,180,3,Кинешма,1988-07-10,2
2300,Жеребило,Анна,50,2,Димитровград,1982-05-30,73
2301,Ишкова,Ольга,540,4,Чкаловск,1985-11-06,2
2302,Подколзина,Светлана,380,4,Боровск,1984-08-19,67
2303,Попов,Дмитрий,130,4,Сафоново,1985-12-10,61
2304,Болдырев,Владимир,210,2,Лосино-Петровский,1989-05-29,81
2305,Цыганок,Александр,360,4,Орлов,1983-09-25,65
2306,Перунов,Денис,370,4,Лосино-Петровский,1984-07-17,72
2307,Ефремова,Светлана,460,1,Златоуст,1988-09-27,70
2308,Барсукова,Светлана,320,4,Выборг,1983-09-22,47
2309,Сапронов,Алекей,310,2,Тейково,1987-02-05,41
2310,Чуняев,Александр,90,4,Белоярский,1981-10-01,40
2311,Гармонщикова,Оксана,510,4,Новочеркасск,1983-03-22,67
2312,Битюцких,Игорь,270,4,Белогорск,1981-04-29,6
2313,Полищук,Владимир,140,1,Мелединская,1985-12-15,46
2314,Рублев,Алесей,540,3,Шелехов,1984-04-04,27
